split,label,path
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0617.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0009.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0072.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-161303-A-5.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0166.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0166.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-188191-A-29.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0058.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-200329-B-8.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-209477-A-25.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-173559-A-39.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-174840-A-43.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0223.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-25781-A-48.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0517.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0151.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-172500-B-27.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-52001-B-28.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0043.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0135.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0149.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-34495-A-14.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0038.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\4-188287-A-9.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-79220-A-17.wav
train,outdoor_wind,F:\audio_dataset\ESC-50-master\audio\3-136608-A-16.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0586.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0042.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\1-56233-A-9.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-51436-A-17.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0458.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0091.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-182368-A-12.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-158746-A-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-143118-B-7.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-106486-A-44.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-221567-A-22.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0020.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-125821-A-13.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-264453-A-34.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0109.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0625.wav
train,outdoor_wind,F:\audio_dataset\ESC-50-master\audio\3-246513-B-16.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-253534-A-26.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-159346-B-36.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0365.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0009.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0050.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-17124-A-43.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0504.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0021.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-141681-B-36.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0069.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0153.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0069.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0569.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0790.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0262.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0011.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\1-30226-A-0.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0090.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-220027-A-21.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0500.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-84943-A-18.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-135650-A-45.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0055.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0010.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0755.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-17808-A-12.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-51376-A-42.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0017.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\2-81731-A-10.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-82455-A-23.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\4-164206-A-10.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-99193-A-4.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-117116-A-37.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-26176-A-43.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0153.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\1-18074-B-6.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0004.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-103415-A-2.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0206.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0182.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-198891-C-8.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0119.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-17565-A-12.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-69641-A-3.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0151.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0054.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-232816-A-23.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\3-157149-A-10.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0347.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-108451-B-17.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0051.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-172736-B-36.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-29680-A-21.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0080.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0110.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0124.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0099.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-126113-A-26.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0121.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0613.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-208624-A-38.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-194680-A-36.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0635.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\3-134049-A-1.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0091.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0437.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-181955-A-3.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\1-75162-A-9.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-119120-E-48.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0809.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0674.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0321.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-32515-D-4.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-188822-D-40.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0619.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-60794-A-26.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0099.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0177.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-52789-A-4.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-18766-B-12.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0071.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0006.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-187201-A-4.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-128659-A-33.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0031.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0587.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-119120-B-48.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0596.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-31836-B-4.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0073.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0162.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-159348-A-36.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0317.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-83270-A-13.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0576.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-182039-A-30.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0180.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0130.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-70052-B-42.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0318.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\5-217158-A-0.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-128512-A-47.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-202749-A-13.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-103599-A-25.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0052.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-126391-B-27.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-83536-A-27.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0308.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-51805-C-33.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0194.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0117.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-167077-C-20.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-207781-A-17.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0013.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0781.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0595.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-253094-C-49.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0777.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\1-96950-B-9.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0051.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0133.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0126.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0216.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0355.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0126.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0111.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0036.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0076.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\2-39443-A-19.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-242492-A-3.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0446.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0070.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0123.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0670.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0782.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-254832-A-15.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-102567-B-35.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-18766-A-12.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-18527-B-44.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0092.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0018.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-188703-C-8.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-24796-A-47.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0623.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-179860-A-43.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0193.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\4-159426-A-9.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0066.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-182613-A-11.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0396.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-180453-A-17.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0696.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\5-192191-A-19.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-7974-B-49.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0069.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-180156-A-43.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-70052-A-42.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0118.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0105.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-19872-A-36.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-54752-A-18.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-65484-A-18.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-212604-A-15.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0164.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-95697-A-5.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-250869-C-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-43807-D-47.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0049.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0132.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-196671-B-8.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\2-117625-A-10.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0165.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-260164-A-23.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-141683-A-35.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0301.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0082.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-204683-A-31.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0001.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-85471-A-34.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-98392-A-23.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-161100-A-47.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0353.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0205.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0064.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-99955-C-7.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0104.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-197408-C-8.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-259180-A-15.wav
train,outdoor_wind,F:\audio_dataset\ESC-50-master\audio\5-117773-A-16.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-155584-A-14.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0159.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\3-164216-A-6.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0509.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-26177-A-43.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0040.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0395.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-34094-A-5.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-172500-C-27.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0346.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0067.wav
train,outdoor_wind,F:\audio_dataset\ESC-50-master\audio\3-117504-B-16.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0532.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-117617-A-48.wav
train,outdoor_birdsong,F:\audio_dataset\ESC-50-master\audio\2-76868-A-6.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0116.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-100210-B-36.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-122110-A-46.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0727.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-59102-A-13.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-189830-A-22.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0128.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0468.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\3-157695-A-0.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0456.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0022.wav
train,outdoor_dog_bark,F:\audio_dataset\ESC-50-master\audio\3-170015-A-0.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0059.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0566.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-221518-A-21.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-195517-A-7.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0019.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0621.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-140323-A-29.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-152995-A-24.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\5-156999-C-19.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\4-161519-A-19.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-118194-A-33.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-117615-C-48.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-20545-A-28.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0634.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-250710-A-39.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-117615-A-48.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0018.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-59579-B-20.wav
train,outdoor_wind,F:\audio_dataset\ESC-50-master\audio\1-47709-A-16.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0098.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-164592-A-15.wav
train,indoor_music,F:\audio_dataset\musan\music\fma\music-fma-0075.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-194711-A-38.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0804.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0215.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0045.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0074.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-106849-A-47.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-122763-A-29.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0050.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0780.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-221529-A-39.wav
train,indoor_music,F:\audio_dataset\musan\music\jamendo\music-jamendo-0129.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-145006-A-18.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0168.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0603.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-186935-A-44.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0813.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0314.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-193473-A-12.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0733.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0042.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0062.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-233312-A-28.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-158746-D-2.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-187207-A-20.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0117.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-182508-B-8.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-172736-A-36.wav
train,indoor_music,F:\audio_dataset\musan\music\rfm\music-rfm-0135.wav
train,outdoor_rain,F:\audio_dataset\ESC-50-master\audio\4-161127-A-10.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-22804-A-46.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-134802-A-13.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0310.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0061.wav
train,indoor_music,F:\audio_dataset\musan\music\hd-classical\music-hd-0033.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\3-144891-A-19.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0700.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0056.wav
train,outdoor_thunder,F:\audio_dataset\ESC-50-master\audio\5-156999-A-19.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-46274-A-18.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0155.wav
train,other,F:\audio_dataset\ESC-50-master\audio\1-21896-A-35.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0045.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-219379-B-11.wav
train,other,F:\audio_dataset\ESC-50-master\audio\3-132340-A-37.wav
train,indoor_speech,F:\audio_dataset\musan\speech\us-gov\speech-us-gov-0141.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-210540-A-13.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0200.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-218981-A-30.wav
train,indoor_noise,F:\audio_dataset\musan\noise\sound-bible\noise-sound-bible-0002.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-52085-B-4.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0059.wav
train,indoor_speech,F:\audio_dataset\musan\speech\librivox\speech-librivox-0097.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0261.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0142.wav
train,other,F:\audio_dataset\ESC-50-master\audio\4-201988-A-44.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-256452-A-5.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0714.wav
train,indoor_music,F:\audio_dataset\musan\music\fma-western-art\music-fma-wa-0039.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0121.wav
train,indoor_noise,F:\audio_dataset\musan\noise\free-sound\noise-free-sound-0565.wav
train,other,F:\audio_dataset\ESC-50-master\audio\2-57733-A-22.wav
train,other,F:\audio_dataset\ESC-50-master\audio\5-195518-A-7.wav
